id,name,officialAllergenStatus,sourceFamily,parserProfile,totalItemCount,officialItemCount,officialCoverageRatio,directAverageAllergenCount,crossContactAverageAllergenCount,directItemWithAnyCount,directItemWithAnyRatio,crossContactItemWithAnyCount,crossContactItemWithAnyRatio,officialEvidenceBucket,officialFullMatrixOrApiCount,officialIngredientDisclosureCount,officialProductSectionCount,officialGlobalCrossContactNoteCount,suspiciousOfficialParserFragmentCount,dominantDirectAllergenSet,dominantDirectAllergenSetCount,dominantDirectAllergenSetRatio,dominantCrossContactSet,dominantCrossContactSetCount,dominantCrossContactSetRatio,suspiciousRowCount,classifications,remediationBucket,reviewNote,sourceUrls,evidenceSnippets
sweetgreen-dc,sweetgreen,extracted,generic-website,generic-website,124,55,0.444,1.745,0,55,1,0,0,official-partial,23,0,32,0,0,sesame,22,0.4,,55,1,0,,none,,https://www.sweetgreen.com/menu | https://drive.usercontent.google.com/download?id=1AQyfAeWWqiZmTIiOHpWMgHi7-sAprnl1&export=download | https://www.sweetgreen.com/carbon-menu-labeling-methodology | https://www.sweetgreen.com/hex,Official sweetgreen menu item from allergen matrix. | Official sweetgreen allergen matrix note: depending on where you are dining. See the Bread Ingredients section for
taco-bamba-city-ridge,Taco Bamba City Ridge,extracted,generic-website,generic-website,108,40,0.37,3.025,0,40,1,0,0,official-partial,40,0,0,0,0,egg | milk | wheat,15,0.375,,40,1,0,,none,,https://www.tacobamba.com/menu/city-ridge-menu/ | https://media-cdn.getbento.com/accounts/725d71b61931ff30de2b5e69f172c613/media/O8Z9WvrdTYSqagxfZpt1_CITY%20RIDGE%20ALLERGENS.pdf | https://media-cdn.getbento.com/accounts/725d71b61931ff30de2b5e69f172c613/media/3AsW0St7TmqbyAAhLsi5_TB-Menu-DC-Mezcal-print%20%281%29.pdf,"spiced pork & pineapple | Official Taco Bamba City Ridge allergen matrix note: NUESTROS | Bamba brisket suadero, green saucer sauce, pickled onion, salsa macha, sweet chile slaw | Official Taco Bamba City Ridge allergen matrix note: ◆; BREAKFAST | grilled spiced chicken, ancho mayo, cucumber pico de gallo, spicy yogurt, fresh mint, pita"
old-ebbitt-grill-dc,Old Ebbitt Grill,not-found,generic-website,generic-website,144,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.ebbitt.com/menus/ | https://media-cdn.getbento.com/accounts/4f721459e8523c21e688af1b8799a62f/media/3th9ulyQS7qchgXSvLXk_OEG_Breakfast_06.18.pdf | https://media-cdn.getbento.com/accounts/4f721459e8523c21e688af1b8799a62f/media/u13doKzPTMiTZz6abeed_OEG_Dessert_06.18.pdf | https://order.toasttab.com/online/old-ebbitt-grill,"burnt sugar • | rumple minze, light crème de cacao, hot chocolate, whipped cream • | by Q uartermaine cOffee rOasters in rOckville , maryland unsweetened organic oat milk & original almond milk are available upon request. | fresh berries, whipped cream, maple syrup, choice of bacon, pork sausage, turkey sausage, or fruit | fresh berries, whipped cream, maple syrup, choice of bacon, pork sausage, turkey sausage, or fruit •"
chopt-dc,Chopt,extracted,generic-website,generic-website,199,142,0.714,0.824,0,75,0.528,0,0,official-partial,136,6,0,0,0,,67,0.472,,142,1,0,,none,,https://www.choptsalad.com/menu | https://www.choptsalad.com/nutrition-and-allergens | https://assets.choptsalad.com/pdfs/web/chopt_seasonal_nutritional_information.pdf | https://assets.choptsalad.com/pdfs/web/chopt_nutrition_allergen_guide.pdf,"Official Chopt allergen matrix. | Your choice of base, braised chicken tinga, avocado, black beans, tortilla chips, scallions, cotija cheese, kale | Your choice of base, warm roasted chicken, seasonal apples, crumbled goat cheese , roasted sweet potatoes, dried cranberries, roasted almonds, kale"
roaming-rooster-dc,Roaming Rooster,not-found,generic-website,generic-website,31,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.roamingroosterdc.com/menu/,"six buttermilk fried chicken nuggets, served with a side of hand-cut fries and a fountain soda | six buttermilk fried chicken nuggets | three large strips, with sliced bread and pickles | three large strips, with sliced bread and pickles, served with a side of hand-cut fries and a fountain soda | cabbage, cilantro, parsley, and jalapeño with house made vinaigrette"
rasa-dc,RASA,extracted,pdf-allergen-matrix,pdf-allergen-matrix,75,46,0.613,0.739,0,21,0.457,0,0,official-partial,45,1,0,0,0,,25,0.543,,46,1,0,,none,,https://www.rasa.co/menu | https://storage.googleapis.com/open-merchant-app-assets/media/2c8f883e-c840-470b-a6f9-bff5a585b530/2dc03fee-b2f6-404d-a7c5-2f42a1ac5760/Allergy%20Chart.pdf | https://www.rasa.co/ingredient-info,arugula | Recovered from the reviewed launch repository after shared classifier tightening confirmed this row is a menu item. | chicken tikka [h] | harvest vegetables [v] | lamb kebab [h]
moby-dick-dc,Moby Dick House of Kabob,extracted,generic-website,generic-website,225,87,0.387,1.586,0,87,1,0,0,official-partial,86,1,0,0,0,milk,52,0.598,,87,1,0,,none,,https://www.mobyskabob.com/menu/ | https://www.mobyskabob.com/wp-content/uploads/pdf/Moby_Dick_Print_Menu.pdf | https://www.mobyskabob.com/wp-content/uploads/nutritional-info/MobyDick_NutritionBook.pdf | https://www.mobyskabob.com/vision-values/ingredients/ | https://www.mobyskabob.com/vision-values/food-pillars/ | https://www.mobyskabob.com/locations/,"Water, Apple and Cherry Juice Concentrates, Ascorbic Acid (Vitamin C), Vegetable and Fruit Juice (For Color), Natural Flavors. | Official Moby Dick House of Kabob menu item from allergen matrix. | Persian Brewed Hot Tea 0 cal | Persian Brewed Iced Tea | Soybean Oil, Water, Cultured Buttermilk, Vinegar, High Fructose Corn Syrup, Buttermilk, Salt, Contains Less than 2% of Dehydrated Onion, Egg Yolk, Garlic Powder, Lactic Acid, Monosodium Glutamate, Onion Powder, Phosphori"
rasika-penn-quarter-dc,Rasika Penn Quarter,not-found,generic-website,generic-website,190,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.rasikarestaurant.com/penn-quarter-menu | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6961583d7c58ab0430d5cb81/1767987261185/RW+RPQ+Dinner+55+-+Jan+2026.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/69615817ad90857c4656ad1d/1767987223173/RW+Lunch+2026-Jan+%2435.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6966ef6727a3687a29ccc269/1768353639042/Valentine%27s+Menu+2026.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/69606000605e00612839544c/1767923712933/Lunch+Menu+1.01.2026.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/696060575870005272aa4cb7/1767923799306/Dinner+Menu+1.01.2026.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/68b62328594021578e534d40/1756767016820/Dessert+Menu+08.25.2025.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6960615c616ce90decc96b07/1767924060358/Tasting+Menu+01.01.2026.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/69606808aa5362518786ae3a/1767925768305/Rasika+PQ+Bar+Menu+-Jan+2026.pdf | https://www.rasikarestaurant.com/pennquarter/wp-content/uploads/2020/03/Rasika-PQ-Bar-Menu-02.22.20.pdf,"Shrimp / Crab / Fish /Green Peppercorn | Pomegranate / beetroot / masala potatoes | Lamb / Paratha, Chili / Peppercorn | Chicken / All Spice / Apricot Chutney | Green Garbanzo / Green Chili / Ginger/ Garlic Chutney"
rasika-west-end-dc,Rasika West End,not-found,generic-website,generic-website,191,0,0,0,0,0,0,0,0,official-disclosure-only,0,0,1,0,0,,0,0,,0,0,0,,none,,https://www.rasikarestaurant.com/west-end-menu | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6a3da92bd8341774f9f521b9/1782425899603/Brunch+specials+6.28.26.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6a32dd00185db526ad5ad198/1781718273023/Lunch+Menu+6.18.26.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6a32dd4ced8d7f6083070f6a/1781718348913/Dinner+Menu+6.17.26.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6a3c5f3d1313304499d8a185/1782341437497/Dessert+Menu+wef+6.24.26.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6a32e1dc45783923421d4e0f/1781719516372/New+Both+Tasting+Menu+wef+6.17.26.pdf | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6a3c5f871bdecc2ce35f7f1a/1782341511719/Bar+Menu+wef+6.24.26.pdf | https://www.rasikarestaurant.com/penn-quarter-menu | https://order.toasttab.com/online/rasika-penn-quarter-633-d-street-northwest | https://static1.squarespace.com/static/5f84ab2c9b71545e0f36a79a/t/6961583d7c58ab0430d5cb81/1767987261185/RW+RPQ+Dinner+55+-+Jan+2026.pdf,"Shrimp / Crab / Fish /Green Peppercorn | Pomegranate / beetroot / masala potatoes | Lamb / Paratha, Chili / Peppercorn | Chicken / All Spice / Apricot Chutney | Green Garbanzo / Green Chili / Ginger/ Garlic Chutney"
st-anselm-dc,St. Anselm,not-found,generic-website,generic-website,46,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.stanselm.net/dinner | https://www.stanselm.net/lunch | https://www.stanselm.net/sweets,"12PM – 4PM | Espresso & a scoop of vanilla | aioli, lemon zest | Assorted Hot Tea | garlic butter, lemon"
le-diplomate-dc,Le Diplomate,not-found,generic-website,generic-website,71,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://lediplomatedc.com/,"1/2 Chilled Lobster | gem salad, mustard vinaigrette, cornichons | gruyère, pâte à choux, fleur de sel | Avocado Toast | Bacon vande rose farm"
zaytinya-dc,Zaytinya,not-found,generic-website,generic-website,96,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.zaytinya.com/washington-dc-menus/,"French toast the Lebanese way scented with orange blossom water, served with Attiki honey, local fruit and fresh mint | crispy potatoes, house mushroom salt, garlic yogurt with a soft egg yolk for dipping | braised chicken in a sweet pepper and tomato stew spiced with harissa and preserved lemon and served with soft poached eggs | braised chicken in a sweet pepper and tomato stew spiced with harissa and preserved lemon and served with a soft poached egg | smoked cremini mushrooms in a sweet pepper and tomato stew spiced with harissa and preserved lemon and served with a soft poached egg"
jaleo-dc,Jaleo DC,not-found,generic-website,generic-website,218,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.jaleo.com/location/washington-dc/,"Flauta bread brushed with tomato and extra virgin olive oil, topped with cured ham from the legendary acorn-fed Ibérico pigs of Spain | Traditional Spanish fried dough with chocolate sauce | Sweet-soaked Spanish toast with caramelized bananas and rum whipped cream | Choose one from each section | Endives, goat cheese, oranges and almonds"
oyamel-dc,Oyamel Cocina Mexicana,not-found,generic-website,generic-website,95,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.oyamel.com/menus/,"From the historic city of Morelia, a salad of pineapple, orange, jicama root, cucumbers, queso fresco and a dusting of chile pequín | From the historic city of Morelia, a salad of pineapple, orange, jicama root, cucumbers, queso fresco, chile pequín | Ask your servers for today's selection | Made fresh daily | Traditional shrimp aguachile in a spicy cucumber-lime juice, serrano, red onions, cilantro and chile pequín"
busboys-and-poets-dc,Busboys and Poets,extracted,generic-website,generic-website,132,2,0.015,0,0,0,0,0,0,official-disclosure-only,0,0,2,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://www.busboysandpoets.com/menu/busboys-menu/ | https://www.busboysandpoets.com/menu/brunch-menu/ | https://www.busboysandpoets.com/menu/dessert-menu/ | https://www.busboysandpoets.com/menu/kids-menu/ | https://www.busboysandpoets.com/menu/ | https://www.busboysandpoets.com/busboys-menu/ | https://www.busboysandpoets.com/locations/?location=columbia&venue=columbia,"12 hot wings with blue cheese - | Bread & Muffin | Columbia | Jun 27, 2026 4:00 pm Columbia | roasted red peppers, avocado, arugula, vegan cheese, vegan pesto, multigrain bread"
tatte-dc,Tatte Bakery & Cafe,extracted,generic-website,generic-website,169,134,0.793,2.754,0,134,1,0,0,official-disclosure-only,0,0,134,0,0,egg | milk | wheat,34,0.254,,134,1,0,,none,,https://tattebakery.com/menu/ | https://tattebakery.com/nutrition/,"• $6.00 1/2 dozen of our freshly baked challah rolls. (Contains: Wheat, Egg) | 1/2 dozen of our freshly baked challah rolls. (Contains: Wheat, Egg) | • $5.25 Filled with housemade almond cream, topped with almonds, and dusted with powdered sugar. (660 cal, Contains: Wheat, Milk, Egg, Tree Nut (Almond)) | Filled with housemade almond cream, topped with almonds, and dusted with powdered sugar. (660 cal, Contains: Wheat, Milk, Egg, Tree Nut (Almond)) | A double shot of espresso poured over hot water"
nandos-dc,Nando's PERi-PERi,extracted,pdf-allergen-matrix,pdf-allergen-matrix,209,118,0.565,1.814,0,63,0.534,0,0,official-partial,110,7,1,0,0,,55,0.466,,118,1,0,,none,,https://www.nandosperiperi.com/menu | https://assets.ctfassets.net/xlzobf9ybr6d/6AiTZW0VlazH6ENSg417dI/8951f950fda730458bd7fa5fda978a52/Nandos_Allergen_Guide_May2024.pdf | https://assets.ctfassets.net/xlzobf9ybr6d/7ac4wU27zvYVnpbMXl9mvF/4f6d6c538e0f59f269b5e1d893c05c3c/InsideScoop_Summer2026_v2.pdf | https://assets.ctfassets.net/xlzobf9ybr6d/55zWu2Bu1woZ3PM01KQnJV/a3416b2b95d06b234987e455d3b7cd99/US_DMV_U_EB_Summer_2025_v2.pdf,"May Contain: Soy, Wheat, Mustard, Egg | Contains: Milk | May Contain: Crustaceans, Egg, Milk, Mustard, Sesame, Soy, Sulphites, Wheat, Gluten | Contains: Milk, Egg, Sulphites, Mustard May Contain: Tree Nuts, Sesame, Fish, Soy, Wheat | Contains: Soy, Sulphites, Gluten"
potbelly-dc,Potbelly Sandwich Shop,extracted,official-api,official-api,519,519,1,3.888,0,504,0.971,0,0,official-full,518,1,0,0,0,gluten | milk | soy | wheat,232,0.447,,519,1,0,,none,,https://www.potbelly.com/menu | https://www.potbelly.com/nutrition-calculator | https://potbelly.com/ | https://potbelly.com/menu | https://potbelly.com/menus | https://www.nutritionix.com/potbelly/nutrition-calculator/premium | https://d2eawub7utcl6.cloudfront.net/calculator/10298-0-1606158696.json.gz,"Official Nutritionix calculator row: 2 Pack Mini Cookies contains gluten, milk, egg, wheat, soy. | Official Nutritionix calculator row: 22 fl oz Fountain Beverages has no supported app allergens marked. | Official Nutritionix calculator row: 32 fl oz Fountain Beverages has no supported app allergens marked. | Official Nutritionix calculator row: Apple Cider Donut Sundae with Frozen Yogurt contains gluten, milk, egg, wheat, soy. | Official Nutritionix calculator row: Apple Cider Donut Sundae with Ice Cream contains gluten, milk, egg, wheat, soy."
silver-diner-dc,Silver Diner,not-found,pdf-allergen-matrix,pdf-allergen-matrix,696,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.silverdiner.com/menus | https://www.silverdiner.com/menu-breakfast-brunch | https://www.silverdiner.com/flexitarian-menu | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/691611faad6351097c214ded/1763054074495/SilverDiner_Allergens_Fall_2025.pdf | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/698ca934ffaf5310da49dd3c/1770826036754/SilverDiner_Allergens_Fall_2025.pdf | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/6a33de11621aef67846beb87/1781784081894/CSD.MV.Menus_06_2026.pdf | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/6a33de2a5118cb680b837ca4/1781784106196/CSD.NH.Menus_06_2026.pdf | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/6a33de3f74250c3d5c0564de/1781784128015/CSD.NY.Menus_06_2026.pdf | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/6a33de625e6a7835995d55ba/1781784162315/CSD.CH.Menus_06_2026.pdf | https://static1.squarespace.com/static/5e9852ea88b473135ac2bbb7/t/69dfc57c7d39e5749cce873f/1776272764844/CSD.BWI.Menus_04_2026.pdf,"– Smoky bacon (110 cal) or ham (60 cal) - add 1.49 each | A.1., honey mustard. (1110 cal)"
baked-and-wired-dc,Baked & Wired,not-found,toast,toast-menu,194,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://bakedandwired.com/cakecups/ | https://bakedandwired.com/advanced-orders/ | https://order.toasttab.com/online/baked-wired-1052-thomas-jefferson-street-nw | https://bakedandwired.com/breakfast-breads/,"Double espresso with hot water. | 150g Bag. Our original bean to ball craft chocolate creation! To make our Chocolate Covered Malt Balls, we carefully hand-ladle melted single origin Tanzania dark chocolate over rich, dense malt balls, nestled in our pan | Coconut Milk Chocolate Bar (85g). The bar you’ve all been waiting for. Our first true “milk” chocolate… made without dairy! We handcraft this single-origin 52% milk chocolate (32% cocoa liquor and 20% cocoa butter, press | 62% Dark Milk Chocolate Bar (85g). We handcraft this single-origin 62% dark milk chocolate (54% cocoa liquor and 8% cocoa butter, pressed in our factory) with cocoa beans we source directly from farmers in Davao, Philipp | 60% Dark Milk Chocolate Bar (85g). We handcraft this single-origin 60% dark chocolate with cocoa beans we source directly from farmers in Mababu, Tanzania, along with malted milk powder and organic cane sugar. We partner"
mezeh-dc,Mezeh Mediterranean Grill,extracted,pdf-allergen-matrix,pdf-allergen-matrix,74,74,1,1.378,0,44,0.595,0,0,official-full,74,0,0,0,0,,30,0.405,,74,1,0,,none,,https://mezeh.com/menu/ | https://mezeh.com/ourfood/ | https://order.mezeh.com/menu/national-harbor | https://mezehstorage.blob.core.windows.net/menupdf/mealtime_menu.pdf | https://mezeh.com/nutrition | https://mezehstorage.blob.core.windows.net/menupdf/sping2025_nutrition_info_and_allergen.pdf | https://order.mezeh.com/api/vendors/national-harbor,Official Mezeh nutrition and allergen PDF.
call-your-mother-dc,Call Your Mother Deli,extracted,pdf-allergen-matrix,pdf-allergen-matrix,139,69,0.496,2.435,0,69,1,0,0,official-partial,69,0,0,0,0,egg | milk | wheat,11,0.159,,69,1,0,,none,,https://www.callyourmotherdeli.com/menu | https://static1.squarespace.com/static/63e3ca88a615473a4345cd65/t/6977aee47b2e8201cea90406/1769451236373/DMV_CYM_Allergen-Menu-Chart-Winter-2025.pdf | https://static1.squarespace.com/static/63e3ca88a615473a4345cd65/t/6a2ab49372acdd32061e1baa/1781183635374/Summer_2026-Call-Your-Mother-Digital-Menu.pdf | https://static1.squarespace.com/static/63e3ca88a615473a4345cd65/t/6a204f3773f8ea31f1b34e1e/1780502328027/CYM+Allergen+Chart+v6.2.26+-+Summer+2026.pdf,Official Call Your Mother Deli menu item from allergen matrix.
dukes-grocery-dupont-dc,Duke's Grocery Dupont,extracted,toast,toast-menu,58,1,0.017,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/duke-s-grocery-1513-17th-st-nw,1/2 Dozen Hackney Chicken Wings | jumbo wings / hackney hot sauce / celery / carrots / ranch or blue cheese | Avocado Toast | smashed avocado/ sliced radishes/ runny egg/ red chili/ arugula/ multigrain | Bacon Rashers
lapis-dc,Lapis,extracted,toast,toast-menu,60,1,0.017,0,0,0,0,0,0,official-disclosure-only,0,1,0,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/lapis-1847-columbia-rd-nw,"Acai Bowl | Cherry tomato,cucumber, radish, red onion, cilantro | Aush veg soup | Aush-Soup | Rice Noodles"
little-sesame-dc,Little Sesame,not-found,toast,toast-menu,27,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/little-sesame,"'Keep it Classic' Bowl | Warm Chickpeas, Tahini & Cilantro Jalapeño Sauce Served with Warm Pita. | 5 Pita Pack | Caramelized Onion Hummus | Cauliflower Shawarma Bowl"
chef-geoffs-dc,Chef Geoff's,not-found,generic-website,generic-website,36,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.chefgeoff.com/menu | https://www.chefgeoff.com/order,"quinoa, sweet potatoes, local kale, red cabbage, avocado, pumpkin seeds, sweety drop peppers, goat cheese, cumin & lime vinaigrette, aji verde 16 v, gf | q-sauce, scallion, slaw 16 | Baby Back Rib Stackq-sauce, scallion, slaw | spaghetti, acg, chili flakes, white wine, lemon, parmesan 27 | * bacon, cheddar, lettuce, tomato, onion, 1k sauce, housemade sesame bun 20"
copycat-co-dc,Copycat Co.,not-found,toast,toast-menu,37,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/copycat-co-1110-h-st-ne | https://order.toasttab.com/online/copycat-co-1110-h-st-ne/item-orange-chicken_222e0787-60c9-4f68-b5aa-e3ca5cdfa692,"Bao Pork | 2pc per order Pork, Napa cabbage and scallion bao buns. | Beef Noodles | Sliced beef with garlic, scallion, chili, sesame, with hand pulled belt noodles."
char-bar-dc,Char Bar,not-found,toast,toast-menu,43,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/charbar,"Golden Chicken Broth, Matzo Balls, Shredded Chicken, Root Vegetables | BBQ Spice Rubbed 1/2 Chicken | Tzaziki, French beans, pickled shallots | Homemade tortilla chips with BBQ pulled brisket, guacamole, pico de gallo, Boom Boom mayo, salsa verde | Three Brisket Sliders, Pickles"
chaplins-dc,Chaplin's,not-found,toast,toast-menu,63,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/chaplins-dc,"chicken, lemongrass, coconut milk, cilantro, kimchi, wonton chip | deep fried kakuni pork belly, sweet/spicy sauce | Beef Curry | Japanese-style curry mix, onion, carrot, potato, tomato paste, sour cream, butter, hondashi, chili powder, soybean oil cannot be made dairy free | Beef Gyoza"
yellow-georgetown-dc,YELLOW Georgetown,extracted,toast,toast-menu,64,2,0.031,0,0,0,0,0,0,official-disclosure-only,0,1,1,0,0,,0,0,,0,0,0,low-official-coverage:official-disclosure-only,low-official-coverage:official-disclosure-only,Only item-level official disclosure text was found for a small subset of items; preserve those rows but do not treat this as a complete official matrix.,https://order.toasttab.com/online/yellowgeorgetown,BAKLAWA: 8 pieces of our walnut baklawa + signature YELLOW box. | BBQ LAMB SHOULDER | - pickled chilis + little gem + feta + toum - | - 12oz - | CARDAMOM MORNING BUN
fiola-dc,Fiola,not-found,generic-website,generic-website,42,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.fioladc.com/dinner | https://www.fioladc.com/dinner-a-la-carte,"Charcoal Grilled Rocky Mountain Lamb, Potato Croquette, Orange | La Belle Farm Duck, Controne Beans, Celery | English Peas, Prima Sale, Basil Pesto | Goat cheese & Fennel | Scallops, Broccoli, Salsa Verde"
roses-luxury-dc,Rose's Luxury,not-found,generic-website,generic-website,11,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.rosesluxury.com/menu/,"horseradish remoulade a la Outback Steakhouse | buttermilk pie bits | crispy, juicy & delicious. w/ a soubise-bechamel-crystal hot sauce......sauce | chocolate & vanilla sauce | a fusion/combination of two uber famous chef's dishes: French Chef Joel Robuchon & Japanese Chef Nobu Matsuhisa"
anju-dc,Anju,not-found,generic-website,generic-website,45,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.anjurestaurant.com/dine-in | https://www.anjurestaurant.com/brunch | https://www.anjurestaurant.com/happy-hour-1,"Shrimp Juk | 1530-Day Kimchi | 30-Day Kimchi | 5 rice porridge, scallion, crispy shallots | 5gelato - black sesame or lemon or honey buttersorbet - seasonal"
bread-furst-dc,Bread Furst,not-found,toast,toast-menu,58,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://order.toasttab.com/online/bread-furst,"Bagel - Everything | Our bagel, with poppy & sesame seeds. Not toasted. | Bagel - Plain | Not NY or Montreal, but our own. Not toasted. | Bagel - Sesame"
la-tejana-dc,La Tejana,not-found,generic-website,generic-website,16,2,0.125,0,0,0,0,0,0,official-disclosure-only,0,2,0,0,0,,0,0,,0,0,0,,none,,https://www.latejanadc.com/breakfast-menu,Avocado Tomatillo Salsa | CAFÉ DE OLLA | Charred Tomato Salsa | Cilantro Crema Salsa | *contains peanuts
moon-rabbit-dc,Moon Rabbit,not-found,generic-website,generic-website,23,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.moonrabbitdc.com/food,"Stuffed Leaf | Bò Lá Lốtwagyu beef, perilla leaves, labne, fermented honey, pickled shallots | vietnamese mortadella, rice noodles, olive tapenade, sesame crunch, fried egg aioli$22 | Bánh Ướtvietnamese mortadella, rice noodles, olive tapenade, sesame crunch, fried egg aioli | Grilled Bamboo | Măng Nướngbamboo steak, confit leeks, Viet chimichurri, furikake mushroom conserva$26 | miso tamarind glaze, tương ớt tỏi, tia tô, shaved kohlrabi, turmeric tofu crisp, herbs$23"
no-goodbyes-dc,No Goodbyes,not-found,generic-website,generic-website,41,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.thelinehotel.com/dc/restaurants-bars/no-goodbyes/ | https://www.thelinehotel.com/wp-content/uploads/sites/3/2026/04/13165637/NG_Breakfast_04072026-1.pdf | https://www.thelinehotel.com/wp-content/uploads/sites/3/2026/04/13165627/NG_Brunch_04082026.pdf | https://www.thelinehotel.com/wp-content/uploads/sites/3/2026/04/13165632/NG_Lunch_04082026.pdf | https://www.thelinehotel.com/wp-content/uploads/sites/3/2026/04/13165630/NG_Dinner_04082026.pdf | https://www.thelinehotel.com/wp-content/uploads/sites/3/2026/04/13165635/NG_Dessert_03242026-1.pdf,"bell pepper, onion, mushroom, cheddar, potatoes (gf)(v) | avocado, toasted ciabatta, tomato, cucumber, basil, lemon, pickled onion (df)(v) | avocado, toasted ciabatta, tomato, cucumber,basil, lemon, pickled onion (v) | avocado, toasted ciabatta, tomato, cucumber,basil, lemon, pickled onion (v)(df) | asparagus, fennel, potato, saffron broth (gf)"
toki-underground-dc,Toki Underground,not-found,generic-website,generic-website,55,0,0,0,0,0,0,0,0,source-found-unparsed,0,0,0,0,0,,0,0,,0,0,0,,none,,https://www.tokiunderground.com/menu,Bamboo shoots | Cheek | Endorphine (Hot Sauce) | Kaedama (Extra Noodle) | Bean Sprouts
