restaurantId,name,status,itemCount,menuVerdict,allergenSourceVerdict,extractionVerdict,criticalFindings,highFindings,repairStatus,updatedAt
replacement-cocineros-hyattsville-md,Cocineros,pending,123,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-code-red-washington-dc,Code Red,pending,48,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
colada-shop-dc,Colada Shop,pending,110,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
cold-stone-creamery,Cold Stone Creamery,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
columbia-firehouse-alexandria-dc-metro,Columbia Firehouse Alexandria,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
comet-ping-pong-dc,Comet Ping Pong,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
commons-fooderie-reston-dc-metro,Commons Fooderie Reston,pending,86,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-commonwealth-indian-10120025923,Commonwealth Indian,pending,124,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
compass-coffee-dc,Compass Coffee,pending,73,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
compliments-only-dc,Compliments Only,pending,27,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
cooper-s-hawk-winery-and-restaurant-rockville-md-dc-metro,Cooper’s Hawk Winery & Restaurant,pending,19,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
coopers-hawk-reston-va,Cooper's Hawk Winery & Restaurant Reston,pending,15,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
copper-canyon-grill-washington-dc-dc-metro,Copper Canyon Grill,pending,74,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
copperwood-tavern-arlington-va-dc-metro,Copperwood Tavern,pending,154,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
copycat-co-dc,Copycat Co.,pending,37,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
cordelia-fishbar-dc,Cordelia Fishbar,pending,61,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-cordelia-fishbar-washington-dc,Cordelia Fishbar,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
corned-beef-king-rockville-dc-metro,Corned Beef King Rockville,pending,98,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
corner-bakery-cafe,Corner Bakery Cafe,pending,207,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-corso-italian-374740005,Corso Italian,pending,158,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-cottage-house-ethiopian-cuisine-washington-dc,Cottage House Ethiopian Cuisine,pending,10,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-courtside-thai-cuisine-fairfax-va,Courtside Thai Cuisine,pending,61,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
cranes-dc,Cranes,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
crisp-and-juicy-kensington-md-dc-metro,Crisp & Juicy,pending,104,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
crumbl,Crumbl,pending,154,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-crust-pizzeria-napoletana-herndon-va,Crust Pizzeria Napoletana,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-cuates-12207964801,Cuates Grill,pending,173,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
cubanos-bethesda-md,Cubano's Bethesda,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-cucina-morini-washington-dc,Cucina MORINI,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-curry-palace-indian-452446243,Curry Palace Indian Restaurant,pending,177,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-cynthia-bar-and-bistro-washington-dc,Cynthia Bar and Bistro,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dacha-beer-garden-shaw-washington-dc-dc-metro,Dacha Beer Garden (Shaw),pending,144,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
daikaya-dc,Daikaya,pending,91,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
daily-provisions-dupont-dc,Daily Provisions Dupont Circle,pending,87,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dairy-queen,Dairy Queen,pending,231,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dakshin-indique-washington-dc-dc-metro,Dakshin Indique,pending,86,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-dal-grano-mclean-va,Dal Grano,pending,17,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dal-shabu-hot-pot-annandale-va-dc-metro,Dal Shabu Hot Pot (달샤부),pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-darband-kabob-13140207699,Darband Kabob,pending,45,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
daru-dc,Daru,pending,23,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
darvish-kitchen-washington-dc-dc-metro,Darvish Kitchen,pending,77,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dauphines-dc,Dauphine's,pending,42,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
daves-hot-chicken-dc,Dave's Hot Chicken,pending,106,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
davios-reston-va,Davio's Reston,pending,155,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
al-toque-dc,DC Al Toque,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-dc-bites-washington-dc,DC Bites,pending,28,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dc-prime-steaks-ashburn-va-dc-metro,DC Prime Steaks,pending,88,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dcity-smokehouse-dc,DCity Smokehouse,pending,65,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dear-sushi-love-makoto-dc,"Dear Sushi at Love, Makoto",pending,69,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
del-mar-dc,Del Mar,pending,38,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-delhi-spice-bethesda-md,Delhi Spice,pending,77,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-deli-italiano-herndon-herndon-va,Deli Italiano Herndon,pending,143,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dennys,Denny's,pending,196,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dig,DIG,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dig-bethesda,DIG Bethesda,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dirty-habit-washington-dc-dc-metro,Dirty Habit,pending,94,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-district-rico-washington-dc,District Rico,pending,33,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
district-taco-dc,District Taco,pending,83,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
district-winery-dc,District Winery,pending,13,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
divan-restaurant-mclean-va-dc-metro,Divan Restaurant,pending,97,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dlena-dc,dLeña,pending,30,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-dmv-pizza-5811141809,DMV Pizza,pending,78,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-dog-daze-social-club-washington-dc,Dog Daze Social Club,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dog-haus-biergarten-bethesda-bethesda-md-dc-metro,Dog Haus Biergarten Bethesda,pending,48,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dogfish-head-alehouse-gaithersburg-md-dc-metro,Dogfish Head Alehouse,pending,57,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-dogon-by-kwame-onwuachi-washington-dc,Dōgon by Kwame Onwuachi,pending,19,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dogwood-tavern-falls-church-va-dc-metro,Dogwood Tavern,pending,56,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
doi-moi-washington-dc-dc-metro,doi moi,pending,42,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-dok-khao-10728675757,Dok Khao,pending,120,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-dolan-4198051508,Dolan,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dolan-uyghur-dc,Dolan Uyghur,pending,20,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dolce-vita-italian-restaurant-and-wine-bar-fairfax-va-dc-metro,Dolce Vita Italian Restaurant & Wine Bar,pending,128,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dolcezza-dc,Dolcezza Gelato,pending,9,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dominos,Domino's,pending,116,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
don-luis-restaurant-authentic-mexican-cuisine-and-cantina-centreville-dc-metro,Don Luis Restaurant - Authentic Mexican Cuisine and Cantina,pending,186,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-don-ramon-121716953,Don Ramon,pending,21,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-donsak-thai-restaurant-washington-dc,Donsak Thai Restaurant,pending,178,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-doro-soul-food-washington-dc,Doro Soul Food,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dos-toros-dc,Dos Toros Taqueria,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dosa-and-chaat-gaithersburg-dc-metro,Dosa & Chaat Gaithersburg,pending,184,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dukes-grocery-dupont-dc,Duke's Grocery Dupont,pending,58,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dukem-dc,Dukem Ethiopian Restaurant,pending,81,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dunkin,Dunkin',pending,209,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dupont-italian-kitchen-dc,Dupont Italian Kitchen,pending,44,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
dyfres-burger-springfield-dc-metro,Dyfre's Burger Springfield,pending,52,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
earls-kitchen-bar-mclean-va-dc-metro,Earls Kitchen + Bar,pending,161,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-easy-company-washington-dc,Easy Company,pending,86,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
eddie-merlots-ashburn-va-dc-metro,Eddie Merlot's,pending,139,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
eddie-vs-tysons-va,Eddie V's Tysons,pending,59,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-efesus-mediterranean-cafe-ashburn-va,Efesus Mediterranean Cafe,pending,61,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-egg-yaki-washington-dc,Egg Yaki,pending,16,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
einstein-bros,Einstein Bros. Bagels,pending,118,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-aguila-restaurant-silver-spring-md-dc-metro,El Aguila Restaurant,pending,106,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-chucho-dc,El Chucho,pending,48,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-el-golfo-4957750893,El Golfo Restaurant,pending,131,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-el-g-ero-mexicano-1236156051,El Güero Mexicano,pending,33,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-mariachi-rockville-dc-metro,El Mariachi Rockville,pending,88,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-paso-mexican-restaurant-springfield-va-dc-metro,El Paso Mexican Restaurant,pending,165,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-patio-randolph-rockville-md-dc-metro,El Patio (Randolph),pending,276,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-pollo-rico-arlington-va,El Pollo Rico Arlington,pending,65,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-presidente-dc,El Presidente,pending,63,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-secreto-nabiha-dc,El Secreto de Rosita / Nabiha,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-sol-dc,El Sol Restaurante & Tequileria,pending,144,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-taller-del-xiquet-dc,El Taller del Xiquet,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-tamarindo-dc,El Tamarindo,pending,95,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
el-viejo-silver-spring,El Viejo Central American Kitchen,pending,27,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-ela-mesa-taste-of-greece-12162675751,Ela Mesa Taste of Greece,pending,53,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
elcielo-dc,Elcielo Washington,pending,28,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
electric-bull-vienna-va,Electric Bull,pending,2,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-eleni-s-greek-taverna-springfield-va,Eleni's Greek Taverna,pending,88,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
elephant-and-castle-washington-dc-dc-metro,Elephant & Castle,pending,54,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-elilta-restaurant-silver-spring-md,Elilta Restaurant,pending,31,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-elizabeth-s-washington-dc,Elizabeth's,pending,37,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
elizabeths-gone-raw-dc,Elizabeth's Gone Raw,pending,0,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ella-s-wood-fired-kitchen-washington-dc-dc-metro,Ella's Wood Fired Kitchen,pending,109,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-elle-washington-dc,Ellē,pending,13,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ellie-bird-falls-church-va,Ellie Bird,pending,39,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-ellie-bird-falls-church-va,Ellie Bird,pending,41,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
elmina-dc,Elmina,pending,41,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-elsi-ethiopian-12703520415,ELSI Ethiopian Restaurant,pending,42,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-ema-rossi-pizzeria-13912184601,Ema Rossi Pizzeria,pending,75,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
emmy-squared-navy-yard-dc,Emmy Squared Navy Yard,pending,64,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-emmy-squared-pizza-2145977609,Emmy Squared Pizza,pending,62,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
emmy-squared-shaw-dc,Emmy Squared Shaw,pending,64,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
enatye-ethiopian-restaurant-herndon-va-dc-metro,Enatye Ethiopian Restaurant,pending,32,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
entyse-tysons-va,ENTYSE,pending,10,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
esaan-mclean-va,Esaan,pending,35,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
estuary-dc,Estuary,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
et-voila-dc,Et Voila,pending,48,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ethiopic-dc,Ethiopic Restaurant,pending,27,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
evening-star-cafe-alexandria-va,Evening Star Cafe,pending,80,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-exiles-bar-washington-dc,Exiles Bar,pending,31,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-facci-1351555296,Facci,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
facci-wood-fire-pizza-wine-bar-of-maple-lawn-laurel-md-dc-metro,Facci Wood Fire Pizza Wine Bar of Maple Lawn,pending,43,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
falafel-inc-dc,Falafel Inc,pending,11,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
family-ethiopian-restaurant-washington-dc-dc-metro,Family Ethiopian Restaurant,pending,24,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
famous-daves,Famous Dave's,pending,217,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
famous-toastery-ashburn-dc-metro,Famous Toastery Ashburn,pending,98,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-famous-toastery-of-ashburn-ashburn-va,Famous Toastery Of Ashburn,pending,33,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
farmers-and-distillers-dc,Farmers & Distillers,pending,168,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
farmers-fishers-bakers-dc,Farmers Fishers Bakers,pending,97,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-fat-pete-s-bbq-washington-dc,Fat Pete's BBQ,pending,137,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fava-pot-falls-church-va-dc-metro,Fava Pot,pending,51,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
federalist-pig-dc,Federalist Pig,pending,41,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-feru-ethiopian-cuisine-washington-dc,Feru Ethiopian Cuisine,pending,23,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-fialova-12652608675,Fialova,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
filomena-dc,Filomena Ristorante,pending,45,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-finnegan-s-wake-irish-pub-1332524327,Finnegan's Wake Irish Pub,pending,38,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fiola-dc,Fiola,pending,42,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fiola-mare-dc,Fiola Mare,pending,64,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
firebirds-wood-fired-grill-gaithersburg-md-dc-metro,Firebirds Wood Fired Grill,pending,204,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-firefly-washington-dc,Firefly,pending,17,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
firehouse-subs,Firehouse Subs,pending,96,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
firepan-korean-bbq-and-bar-silver-spring-md-dc-metro,Firepan Korean BBQ and Bar,pending,30,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
first-watch,First Watch,pending,81,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fish-shop-dc,Fish Shop,pending,46,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fish-taco-bethesda-md,Fish Taco Bethesda,pending,142,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
five-guys,Five Guys,pending,47,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
flemings-prime-steakhouse-tysons-va,Fleming's Prime Steakhouse Tysons,pending,218,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
flor-coffee-books-georgetown-dc,Flor Coffee + Books Georgetown,pending,37,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
floreria-atlantico-dc,Floreria Atlantico,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
floriana-dc,Floriana,pending,40,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
florida-avenue-grill-dc,Florida Avenue Grill,pending,21,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-flower-child-6327602834,Flower Child,pending,73,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
flower-child-bethesda,Flower Child Bethesda,pending,73,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fogo-de-chao-tysons-va,Fogo de Chão Tysons,pending,12,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fontina-grille-rockville-md-dc-metro,Fontina Grille,pending,278,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
ford-s-fish-shack-ashburn-va-dc-metro,Ford's Fish Shack,pending,76,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
fossette-focacceria-union-market-dc,Fossette Focacceria Union Market,pending,10,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-foster-s-3200208879,Foster's Grill,pending,29,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
founding-farmers-dc,Founding Farmers DC,pending,137,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
founding-farmers-reston-station-va,Founding Farmers Reston Station,pending,154,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
founding-farmers-tysons-va,Founding Farmers Tysons,pending,167,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-fountain-grill-ashburn-va,Fountain Grill,pending,58,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
four-sisters-grill-arlington-va,Four Sisters Grill,pending,67,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
replacement-fraiche-washington-dc,Fraiche,pending,57,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
osm-frank-s-burgers-10979539541,Frank's Burgers,pending,51,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
franklins-hyattsville-md-dc-metro,Franklins,pending,106,not_reviewed,not_reviewed,not_reviewed,0,0,not_needed,2026-07-14T16:24:57.029Z
